"3000","2010005","1900000824","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","69.98","-69.98","0.00","USD","0.00","69.98","-69.98","69.98","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008242010","BKPF","190000082430002010","","69.98","54.25","69.98","2010","EUR","USD","05","00000000","H","69.98"
"3000","2010005","1900000826","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","666.66","-666.66","0.00","USD","0.00","666.66","-666.66","666.66","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008262010","BKPF","190000082630002010","","666.66","516.79","666.66","2010","EUR","USD","05","00000000","H","666.66"
"3000","2010005","1900000827","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","282.91","-282.91","0.00","USD","0.00","282.91","-282.91","282.91","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008272010","BKPF","190000082730002010","","282.91","219.31","282.91","2010","EUR","USD","05","00000000","H","282.91"
"3000","2010005","1900000828","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","164.99","-164.99","0.00","USD","0.00","164.99","-164.99","164.99","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008282010","BKPF","190000082830002010","","164.99","127.91","164.99","2010","EUR","USD","05","00000000","H","164.99"
"3000","2010005","1900000830","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","224.75","-224.75","0.00","USD","0.00","224.75","-224.75","224.75","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008302010","BKPF","190000083030002010","","224.75","174.22","224.75","2010","EUR","USD","05","00000000","H","224.75"
"3000","2010005","1900000833","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","307.16","-307.16","0.00","USD","0.00","307.16","-307.16","307.16","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008332010","BKPF","190000083330002010","","307.16","238.11","307.16","2010","EUR","USD","05","00000000","H","307.16"
"3000","2010005","1900000834","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","173.25","-173.25","0.00","USD","0.00","173.25","-173.25","173.25","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008342010","BKPF","190000083430002010","","173.25","134.30","173.25","2010","EUR","USD","05","00000000","H","173.25"
"3000","2010005","1900000836","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","244.84","-244.84","0.00","USD","0.00","244.84","-244.84","244.84","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008362010","BKPF","190000083630002010","","244.84","189.80","244.84","2010","EUR","USD","05","00000000","H","244.84"
"3000","2010005","1900000838","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","683.34","-683.34","0.00","USD","0.00","683.34","-683.34","683.34","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008382010","BKPF","190000083830002010","","683.34","529.72","683.34","2010","EUR","USD","05","00000000","H","683.34"
"3000","2010005","1900000839","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","234.41","-234.41","0.00","USD","0.00","234.41","-234.41","234.41","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008392010","BKPF","190000083930002010","","234.41","181.71","234.41","2010","EUR","USD","05","00000000","H","234.41"
"3000","2010005","1900000842","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","66.48","-66.48","0.00","USD","0.00","66.48","-66.48","66.48","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008422010","BKPF","190000084230002010","","66.48","51.53","66.48","2010","EUR","USD","05","00000000","H","66.48"
"3000","2010005","1900000844","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","541.66","-541.66","0.00","USD","0.00","541.66","-541.66","541.66","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008442010","BKPF","190000084430002010","","541.66","419.89","541.66","2010","EUR","USD","05","00000000","H","541.66"
"3000","2010005","1900000845","002","0001","O","0000003802","3000","","K","","KR","31","K4","20100505","20100505","20071205","00000000","00000000","20100619","20100519","20100604","20100505","14","30","45","3.000","2.000","US","","0002","","","","","0","USD","0.00","177.84","-177.84","0.00","USD","0.00","177.84","-177.84","177.84","0.00","CAUS","0000160000","0000160000","","","","","0000","000","","","","","","","","","","19000008452010","BKPF","190000084530002010","","177.84","137.86","177.84","2010","EUR","USD","05","00000000","H","177.84"
