"","0005002309","A","001200","","","C","C","C","C","00000000","REPA","","00000000","2800","","CNY","0000301325","","","","","","","","CNY","C","","","2800","14","","00000000","100","-4.300","SD","001","","0.00000","","20120711","ANDERSON","232419","","KG","-1.000","-1.000","ST","","1","-1.000","0.00","0.00","0.00","0.00","0.00","0.00","0.000","","-1.000","002","HT-1010","HT-1010","ST","","","","","","0.00","0.00","0.00","-4.200","","0000301325","0000301325","0000301325","001700010000000110","","RSUB","00000000","00000000","00000000","","000000","","E","00","00000000","1.00000","","","0.0","1","1","1","1","0.0","20120711","","000000","","","0.000","ST","1000","CNY","-3800.75","2800","ST","0.000","0.00","","00000000","20120712","FOB","Destination","","","1.00000","20120711","20120711","","","CNY","00","","","-1","K4","00000000000000000000000000000000","0","0.00"
"","0005002309","A","001300","","","C","C","C","C","00000000","REPA","","00000000","2800","","CNY","0000301325","","","","","","","","CNY","C","","","2800","14","","00000000","100","4.300","SD","001","","0.00000","","20120724","ANDERSON","040407","","KG","1.000","1.000","ST","","1","1.000","0.00","0.00","0.00","0.00","0.00","0.00","0.000","","1.000","002","HT-1010","HT-1010","ST","","","","","","0.00","0.00","0.00","4.200","","0000301325","0000301325","0000301325","001700010000000110","","RRET","00000000","00000000","00000000","","000000","","E","00","00000000","1.00000","","","0.0","1","1","1","1","0.0","20120724","","000000","","","0.000","ST","1000","CNY","3800.75","2800","ST","0.000","0.00","","00000000","20120712","FOB","Destination","","","1.00000","20120711","20120711","","","CNY","00","","","1","K4","00000000000000000000000000000000","0","0.00"
"","0005002310","A","001300","","","C","C","C","C","00000000","REPA","","00000000","8500","","AUD","0000301395","001","","","","","","","AUD","C","","","8500","14","","00000000","100","4.300","SD","001","","1.00000","","20120724","ANDERSON","040440","","KG","1.000","1.000","ST","","1","1.000","0.00","0.00","0.00","0.00","0.00","0.00","0.000","","1.000","002","HT-1010","HT-1010","ST","","","","","","0.00","0.00","0.00","4.200","","0000301395","0000301395","0000301395","001700010000000110","","RRET","00000000","00000000","00000000","","000000","","E","00","00000000","1.00000","","","0.0","1","1","1","1","0.0","20120724","","000000","","","0.000","ST","8500","AUD","832.98","8500","ST","0.000","0.00","","00000000","20120712","FOB","DESTINATION","","","1.00000","20120711","20120711","","","AUD","00","","","1","K4","00000000000000000000000000000000","0","0.00"
"","0000009666","A","000010","","","C","C","C","C","00000000","TA","","00000000","2400","","EUR","0000002401","","","","","","","","EUR","C","2400","240","2400","10","","00000000","100","6160.000","SD","001","","0.00000","","20031210","OBERBOERSCHG","135030","","KG","22.000","22.000","ST","","1","22.000","57200.00","57200.00","57200.00","0.00","0.00","0.00","0.000","","22.000","001","P-102","P-102","ST","","","","","","10868.00","2600.00","57200.00","5500.000","","0000002401","0000002401","0000002401","001000010000000110","","TAN","00000000","00000000","00000000","","000000","","","01","00000000","1.00000","","","0.0","1","1","1","1","0.0","20031210","","000000","","M3","16.500","ST","2400","EUR","16940.00","2400","ST","0.000","0.00","000005","00000000","20031217","FH","","02","01","1.00000","20031210","20031210","","","EUR","00","","","1","K4","00000000000000000000000000000000","0","2600.00"
"","0005002357","A","000020","","","C","C","C","C","00000000","ZSAL","","00000000","6000","","MXN","0000301355","","","","","","","","MXN","C","","","6000","14","","00000000","100","3.300","SD","001","","0.00000","","20120726","ANDERSON","171348","","KG","1.000","1.000","ST","","1","1.000","0.00","0.00","0.00","0.00","0.00","0.00","0.000","","1.000","002","HT-1012","HT-1012","ST","","","","","","0.00","0.00","0.00","3.000","","0000301355","0000301355","0000301355","001700010000000110","","ZSAL","00000000","00000000","00000000","","000000","","","07","00000000","1.00000","","","0.0","1","1","1","1","0.0","20120726","","000000","","","0.000","ST","6000","MXN","5968.94","6000","ST","0.000","0.00","","00000000","20120720","FOB","destination","","","1.00000","20120720","20120720","","","MXN","00","","","1","K4","00000000000000000000000000000000","0","0.00"
"","0000006429","A","000010","","","C","C","C","C","00000000","TA","","00000000","1000","","EUR","0000002000","","","","","","","","EUR","C","1000","100","1000","10","","20000825","100","12880.000","SD","001","","1.00000","","20000816","HAMED","020230","","KG","46.000","46.000","ST","","1","46.000","139706.60","139706.60","139706.60","0.00","0.00","0.00","0.000","","46.000","001","P-102","P-102","ST","","","","","","22353.06","3037.10","139706.60","11500.000","","0000002000","0000002000","0000002000","001000010000000110","","TAN","00001709","00000000","00000000","","000000","R00035","","01","00000000","1.00000","","","0.0","1","1","1000","1000","0.0","20000816","","000000","","M3","34.500","ST","1000","EUR","25877.76","1000","ST","0.000","0.00","DE0020","00000000","20000817","CIP","Düsseldorf","01","01","1.00000","20000816","20000816","","","EUR","00","","","1","K4","00000000000000000000000000000000","0","3037.10"
"","0000009668","A","000010","","","C","C","C","C","00000000","TA","","00000000","2400","","EUR","0000002401","","","","","","","","EUR","C","2400","240","2400","10","","00000000","100","7000.000","SD","001","","0.00000","2050000000249","20031210","OBERBOERSCHG","135305","","KG","25.000","25.000","ST","","1","25.000","76250.00","76250.00","76250.00","0.00","0.00","0.00","0.000","","25.000","001","P-104","P-104","ST","","","","","","14487.50","3050.00","76250.00","6250.000","","0000002401","0000002401","0000002401","001000010000000110","","TAN","00000000","00000000","00000000","","000000","","","01","00000000","1.00000","","","0.0","1","1","1","1","0.0","20031210","","000000","","M3","18.750","ST","2400","EUR","20000.00","2400","ST","0.000","0.00","000005","00000000","20031217","FH","","02","01","1.00000","20031210","20031210","","","EUR","00","","","1","K4","00000000000000000000000000000000","0","3050.00"
"","0005002357","A","000030","","","C","C","C","C","00000000","ZSAL","","00000000","6000","","MXN","0000301355","","","","","","","","MXN","C","","","6000","14","","00000000","100","0.900","SD","001","","0.00000","","20120726","ANDERSON","171348","","KG","1.000","1.000","ST","","1","1.000","0.00","0.00","0.00","0.00","0.00","0.00","0.000","","1.000","002","HT-1106","HT-1106","ST","","","","","","0.00","0.00","0.00","0.900","","0000301355","0000301355","0000301355","0017000120","","ZSAL","00000000","00000000","00000000","","000000","","","07","00000000","1.00000","","","0.0","1","1","1","1","0.0","20120726","","000000","","","0.000","ST","6000","MXN","160.24","6000","ST","0.000","0.00","","00000000","20120720","FOB","destination","","","1.00000","20120720","20120720","","","MXN","00","","","1","K4","00000000000000000000000000000000","0","0.00"
"","0000006429","A","000020","","","C","C","C","C","00000000","TA","","00000000","1000","","EUR","0000002000","","","","","","","","EUR","C","1000","100","1000","10","","20000825","100","12880.000","SD","001","","1.00000","","20000816","HAMED","020435","","KG","46.000","46.000","ST","","1","46.000","123243.20","123243.20","123243.20","0.00","0.00","0.00","0.000","","46.000","001","P-101","P-101","ST","","","","","","19718.91","2679.20","123243.20","11500.000","","0000002000","0000002000","0000002000","001000010000000110","","TAN","00001709","00000000","00000000","","000000","R00035","","01","00000000","1.00000","","","0.0","1","1","1000","1000","0.0","20000816","","000000","","M3","34.500","ST","1000","EUR","30078.94","1000","ST","0.000","0.00","DE0020","00000000","20000817","CIP","Düsseldorf","01","01","1.00000","20000816","20000816","","","EUR","00","","","1","K4","00000000000000000000000000000000","0","2679.20"
"","0000005666","A","000040","","","C","C","C","C","00000000","TA","","00000000","1000","","EUR","0000001360","","","","","","","","EUR","C","1030","130","1000","10","","00000000","100","72.000","SD","001","","1.00000","","19981211","HAMED","200359","","KG","4.000","4.000","ST","","1","4.000","10136.00","10034.64","10034.64","0.00","0.00","0.00","0.000","","4.000","00207","M-16","M-16","ST","","","","","","1605.54","2508.66","10034.64","72.000","Tor 76A","0000001360","0000001360","0000001360","001250010000000110","","TAN","00001205","00001205","00000000","","000000","R00120","","07","00000000","1.00000","","","0.0","1","1","1000","1000","0.0","19981211","","000000","","","0.000","ST","1200","DEM","6657.48","1200","ST","0.000","0.00","DE0015","00000000","19981222","EXW","Dresden","03","01","0.51129","19981211","19981211","","","DEM","00","","","1","K4","00000000000000000000000000000000","0","2508.66"
"","0000009718","A","000020","","","C","C","C","C","00000000","TA","","00000000","1000","","EUR","0000001360","","","","","","","","EUR","C","1030","130","1000","10","","00000000","100","187.000","SD","001","","1.00000","","20040107","MAASSBERG","040517","","KG","11.000","11.000","ST","","1","11.000","4948.90","4948.90","4948.90","0.00","0.00","0.00","0.000","","11.000","00207","M-05","M-05","ST","","","","","","791.82","449.90","4948.90","187.000","Tor 76A","0000001360","0000001360","0000001360","001250010000000110","","TAN","00001205","00001205","00000000","","000000","R00120","","07","00000000","1.00000","","","0.0","1","1","1","1","0.0","20040107","","000000","","M3","1.815","ST","1200","EUR","3149.30","1200","ST","0.000","0.00","DE0015","00000000","20040114","EXW","Dresden","03","01","1.00000","20040107","20040107","","","EUR","00","","","1","K4","00000000000000000000000000000000","0","449.90"
"","0005002362","A","000020","","","C","C","C","C","00000000","ZSAL","","00000000","4100","","KRW","0000301383","","","","","","","","KRW","C","","","4110","14","","00000000","100","3.300","SD","001","","0.00000","","20120726","ANDERSON","181520","","KG","1.000","1.000","ST","","1","1.000","0.00","0.00","0.00","0.00","0.00","0.00","0.000","","1.000","002","HT-1012","HT-1012","ST","","","","","","0.00","0.00","0.00","3.000","","0000301383","0000301383","0000301383","001700010000000110","","ZSAL","00000000","00000000","00000000","","000000","","","07","00000000","1.00000","","","0.0","1","1","1","1","0.0","20120726","","000000","","","0.000","ST","4110","KRW","6675.20","4110","ST","0.000","0.00","","00000000","20120720","FOB","Destination","","","1.00000","20120720","20120720","","","KRW","00","","","1","K4","00000000000000000000000000000000","0","0.00"
"","0000006429","A","000030","","","C","C","C","C","00000000","TA","","00000000","1000","","EUR","0000002000","","","","","","","","EUR","C","1000","100","1000","10","","20000901","100","8400.000","SD","001","","1.00000","2050000000249","20000816","HAMED","020443","","KG","30.000","30.000","ST","","1","30.000","102462.00","102462.00","102462.00","0.00","0.00","0.00","0.000","","30.000","001","P-104","P-104","ST","","","","","","16393.92","3415.40","102462.00","7500.000","","0000002000","0000002000","0000002000","001000010000000110","","TAN","00001709","00000000","00000000","","000000","R00035","","01","00000000","1.00000","","","0.0","1","1","1000","1000","0.0","20000816","","000000","","M3","22.500","ST","1000","EUR","20267.10","1000","ST","0.000","0.00","DE0020","00000000","20000817","CIP","Düsseldorf","01","01","1.00000","20000816","20000816","","","EUR","00","","","1","K4","00000000000000000000000000000000","0","3415.40"
